link
https://www.beatport.com/genre/140-deep-dubstep-grime/95/top-100
https://www.beatport.com/genre/afro-house/89/top-100
https://www.beatport.com/genre/amapiano/98/top-100
https://www.beatport.com/genre/bass-club/85/top-100
https://www.beatport.com/genre/bass-house/91/top-100
https://www.beatport.com/genre/breaks-breakbeat-uk-bass/9/top-100
https://www.beatport.com/genre/dance-electro-pop/39/top-100
https://www.beatport.com/genre/deep-house/12/top-100
https://www.beatport.com/genre/dj-tools/16/top-100
https://www.beatport.com/genre/drum-bass/1/top-100
https://www.beatport.com/genre/dubstep/18/top-100
https://www.beatport.com/genre/electro-classic-detroit-modern/94/top-100
https://www.beatport.com/genre/electronica/3/top-100
https://www.beatport.com/genre/funky-house/81/top-100
https://www.beatport.com/genre/hard-dance-hardcore/8/top-100
https://www.beatport.com/genre/hard-techno/2/top-100
https://www.beatport.com/genre/house/5/top-100
https://www.beatport.com/genre/indie-dance/37/top-100
https://www.beatport.com/genre/jackin-house/97/top-100
https://www.beatport.com/genre/mainstage/96/top-100
https://www.beatport.com/genre/melodic-house-techno/90/top-100
https://www.beatport.com/genre/minimal-deep-tech/14/top-100
https://www.beatport.com/genre/nu-disco-disco/50/top-100
https://www.beatport.com/genre/organic-house-downtempo/93/top-100
https://www.beatport.com/genre/progressive-house/15/top-100
https://www.beatport.com/genre/psy-trance/13/top-100
https://www.beatport.com/genre/tech-house/11/top-100
https://www.beatport.com/genre/techno-peak-time-driving/6/top-100
https://www.beatport.com/genre/techno-raw-deep-hypnotic/92/top-100
https://www.beatport.com/genre/trance/7/top-100
https://www.beatport.com/genre/trap-wave/38/top-100
https://www.beatport.com/genre/uk-garage-bassline/86/top-100
